THA94670K7T2128AA,AVI1-F-TRAY888A-003,AVI2-B-TRAY888A-002,11,RGOZ-888,191130568,OK,OK,AVI1,OK,OK,X2-34-201,s027698,2019/11/21 10:14:36,2019/11/21 10:17:16,0.19.1120.0,AVI2,OK,OK,X2-34-202,s042010,2019/11/21 10:16:59,2019/11/21 10:23:35,0.19.1120.0
THA94670K7M2128AG,AVI1-F-TRAY888A-003,AVI2-B-TRAY888A-002,14,RGOZ-888,191130568,OK,OK,AVI1,OK,OK,X2-34-201,s027698,2019/11/21 10:14:36,2019/11/21 10:17:16,0.19.1120.0,AVI2,OK,OK,X2-34-202,s042010,2019/11/21 10:16:59,2019/11/21 10:23:35,0.19.1120.0
THA94670K732128A0,AVI1-F-TRAY888A-003,AVI2-B-TRAY888A-002,17,RGOZ-888,191130568,OK,OK,AVI1,OK,OK,X2-34-201,s027698,2019/11/21 10:14:36,2019/11/21 10:17:16,0.19.1120.0,AVI2,OK,OK,X2-34-202,s042010,2019/11/21 10:16:59,2019/11/21 10:23:35,0.19.1120.0
THA94670K752128AY,AVI1-F-TRAY888A-003,AVI2-B-TRAY888A-002,20,RGOZ-888,191130568,OK,OK,AVI1,OK,OK,X2-34-201,s027698,2019/11/21 10:14:36,2019/11/21 10:17:16,0.19.1120.0,AVI2,OK,OK,X2-34-202,s042010,2019/11/21 10:16:59,2019/11/21 10:23:35,0.19.1120.0
THA94670K6Z2128A7,AVI1-F-TRAY888A-003,AVI2-B-TRAY888A-002,23,RGOZ-888,191130568,OK,OK,AVI1,OK,OK,X2-34-201,s027698,2019/11/21 10:14:36,2019/11/21 10:17:16,0.19.1120.0,AVI2,OK,OK,X2-34-202,s042010,2019/11/21 10:16:59,2019/11/21 10:23:35,0.19.1120.0
THA94670K712128A2,AVI1-F-TRAY888A-003,AVI2-B-TRAY888A-002,26,RGOZ-888,191130568,OK,OK,AVI1,OK,OK,X2-34-201,s027698,2019/11/21 10:14:36,2019/11/21 10:17:16,0.19.1120.0,AVI2,OK,OK,X2-34-202,s042010,2019/11/21 10:16:59,2019/11/21 10:23:35,0.19.1120.0
THA94670K7S2128AB,AVI1-F-TRAY888A-003,AVI2-B-TRAY888A-002,29,RGOZ-888,191130568,OK,OK,AVI1,OK,OK,X2-34-201,s027698,2019/11/21 10:14:36,2019/11/21 10:17:16,0.19.1120.0,AVI2,OK,OK,X2-34-202,s042010,2019/11/21 10:16:59,2019/11/21 10:23:35,0.19.1120.0
THA94670K7L2128AH,AVI1-F-TRAY888A-003,AVI2-B-TRAY888A-002,32,RGOZ-888,191130568,OK,OK,AVI1,OK,OK,X2-34-201,s027698,2019/11/21 10:14:36,2019/11/21 10:17:16,0.19.1120.0,AVI2,OK,OK,X2-34-202,s042010,2019/11/21 10:16:59,2019/11/21 10:23:35,0.19.1120.0
THA94670K7N2128AF,AVI1-F-TRAY888A-003,AVI2-B-TRAY888A-002,35,RGOZ-888,191130568,OK,OK,AVI1,OK,OK,X2-34-201,s027698,2019/11/21 10:14:36,2019/11/21 10:17:16,0.19.1120.0,AVI2,OK,OK,X2-34-202,s042010,2019/11/21 10:16:59,2019/11/21 10:23:35,0.19.1120.0
THA94670K7Q2128AD,AVI1-F-TRAY888A-003,AVI2-B-TRAY888A-002,38,RGOZ-888,191130568,OK,OK,AVI1,OK,OK,X2-34-201,s027698,2019/11/21 10:14:36,2019/11/21 10:17:16,0.19.1120.0,AVI2,OK,OK,X2-34-202,s042010,2019/11/21 10:16:59,2019/11/21 10:23:35,0.19.1120.0
THA94670K6Y2128A8,AVI1-F-TRAY888A-003,AVI2-B-TRAY888A-002,41,RGOZ-888,191130568,NG,OK,AVI1,NG,OK,X2-34-201,s027698,2019/11/21 10:14:36,2019/11/21 10:17:16,0.19.1120.0,AVI2,OK,OK,X2-34-202,s042010,2019/11/21 10:16:59,2019/11/21 10:23:35,0.19.1120.0
THA94670K702128A3,AVI1-F-TRAY888A-003,AVI2-B-TRAY888A-002,44,RGOZ-888,191130568,OK,OK,AVI1,OK,OK,X2-34-201,s027698,2019/11/21 10:14:36,2019/11/21 10:17:16,0.19.1120.0,AVI2,OK,OK,X2-34-202,s042010,2019/11/21 10:16:59,2019/11/21 10:23:35,0.19.1120.0
THA94670K722128A1,AVI1-F-TRAY888A-003,AVI2-B-TRAY888A-002,47,RGOZ-888,191130568,OK,OK,AVI1,OK,OK,X2-34-201,s027698,2019/11/21 10:14:36,2019/11/21 10:17:16,0.19.1120.0,AVI2,OK,OK,X2-34-202,s042010,2019/11/21 10:16:59,2019/11/21 10:23:35,0.19.1120.0
THA94670K742128AZ,AVI1-F-TRAY888A-003,AVI2-B-TRAY888A-002,49,RGOZ-888,191130568,OK,OK,AVI1,OK,OK,X2-34-201,s027698,2019/11/21 10:14:36,2019/11/21 10:17:16,0.19.1120.0,AVI2,OK,OK,X2-34-202,s042010,2019/11/21 10:16:59,2019/11/21 10:23:35,0.19.1120.0
